Unnamed: 0,game_id,total_home_score,total_away_score,score_diff,win,home_rush_attempt,home_pass_attempt,home_sack,home_passing_yards,home_rushing_yards,home_epa,home_qb_epa,home_xyac_epa,away_rush_attempt,away_pass_attempt,away_sack,away_passing_yards,away_rushing_yards,away_epa,away_qb_epa,away_xyac_epa,home_team,away_team,team,rushing_attempts_allowed,passing_attempts_allowed,sacks_allowed,passing_yards_allowed,rushing_yards_allowed,epa_allowed,qb_epa_allowed,xyac_epa_allowed,team_away_allowed,rushing_attempts_allowed_away_allowed,passing_attempts_allowed_away_allowed,sacks_allowed_away_allowed,passing_yards_allowed_away_allowed,rushing_yards_allowed_away_allowed,epa_allowed_away_allowed,qb_epa_allowed_away_allowed,xyac_epa_allowed_away_allowed
0,2024_01_ARI_BUF,34,28,6,1,33.0,25.0,2.0,232.0,130.0,0.1913574323589539,0.1913574323589539,0.7455101651754463,26.0,35.0,4.0,162.0,124.0,0.1411628308160445,0.1411628308160445,0.7488171652569062,BUF,ARI,BUF,24.636363636363637,36.36363636363637,2.4545454545454546,226.8181818181818,119.0909090909091,-0.014568825957549282,-0.014568825957549282,0.7433530166372802,ARI,28.4,34.8,2.4,233.3,127.5,0.060266131198988125,0.0696123954044522,0.7402418931656042
1,2024_01_BAL_KC,27,20,7,1,20.0,30.0,2.0,291.0,72.0,0.1241838203412791,0.1241838203412791,0.7556826451102759,32.0,42.0,1.0,273.0,185.0,0.0207958515497699,0.0207958515497699,1.0302049349880695,KC,BAL,KC,23.6,35.0,1.9,222.0,85.3,-0.013213498948685384,-0.013213498948685384,0.7750955323323927,BAL,22.818181818181817,43.18181818181818,3.1818181818181817,304.6363636363636,77.45454545454545,0.05065889180453116,0.055223311364270174,0.7305809269988628
2,2024_01_CAR_NO,47,10,37,1,37.0,25.0,1.0,200.0,180.0,0.1967065273778134,0.1967065273778134,0.8237646614359868,20.0,35.0,4.0,161.0,58.0,-0.3748216510351603,-0.3748216510351603,0.6075413396569099,NO,CAR,NO,26.818181818181817,38.09090909090909,2.272727272727273,270.90909090909093,134.1818181818182,-0.024432078112840094,-0.024432078112840094,0.7331821165312796,CAR,35.0,32.2,1.2,233.9,160.0,0.099664862791973,0.1194621539208206,0.703429397834605
3,2024_01_DAL_CLE,17,33,-16,0,19.0,51.0,6.0,169.0,93.0,-0.2442834827097802,-0.2442834827097802,0.702121086589022,25.0,35.0,3.0,179.0,102.0,-0.0377979124610196,-0.0377979124610196,0.8224786521062165,CLE,DAL,CLE,27.4,32.1,2.8,228.3,131.7,-0.015366331669173292,-0.008149433811871202,0.7548213445690942,DAL,31.8,30.2,2.4,230.5,151.0,0.0782813087445702,0.07820057500553705,0.7515663622689003
4,2024_01_DEN_SEA,26,20,6,1,33.0,28.0,2.0,171.0,146.0,-0.0476145802724707,-0.0476145802724707,0.8196309703676768,25.0,44.0,2.0,138.0,99.0,-0.1329954274536002,-0.1052478905893885,0.7176761365767634,SEA,DEN,SEA,29.3,34.7,2.3,227.0,138.6,0.01118899300808163,0.013963746694502807,0.6859073595822134,DEN,26.09090909090909,36.36363636363637,3.5454545454545454,211.0,98.63636363636364,-0.07781362011297835,-0.06882901102722952,0.752599138191568
5,2024_01_GB_PHI,34,29,5,1,38.0,36.0,2.0,278.0,144.0,0.1035854556812443,0.1035854556812443,0.8797759213238131,22.0,37.0,2.0,260.0,163.0,0.0915969554592704,0.0915969554592704,0.6123860537357144,PHI,GB,PHI,23.7,35.0,2.8,192.3,99.9,-0.06598692750202126,-0.05184775202218876,0.7754470164511771,GB,27.6,33.9,2.5,226.1,119.6,-0.010026642425032015,0.002517064490154074,0.7169342283556115
6,2024_01_HOU_IND,27,29,-2,0,23.0,21.0,2.0,212.0,104.0,0.0946765126137266,0.0946765126137266,0.5339337933099266,41.0,36.0,4.0,234.0,213.0,0.1276207623698686,0.1276207623698686,0.7842080285054109,IND,HOU,IND,32.27272727272727,34.81818181818182,2.272727272727273,247.1818181818182,143.0909090909091,-0.016204738425823248,-0.006028419621116351,0.7440413130608913,HOU,24.454545454545453,36.09090909090909,3.090909090909091,210.36363636363637,107.63636363636364,-0.021570292689521344,-0.016018867350083836,0.7047755329166501
7,2024_01_JAX_MIA,20,17,3,1,25.0,40.0,3.0,338.0,81.0,-0.0062852202411203,-0.0062852202411203,0.8470987222038531,26.0,24.0,3.0,162.0,128.0,-0.041752073318382,-0.041752073318382,0.5466778784039739,MIA,JAX,MIA,25.2,33.5,1.7,210.6,109.0,0.0086660096803303,0.0086660096803303,0.7773748800553322,JAX,31.454545454545453,36.18181818181818,1.9090909090909092,290.1818181818182,135.45454545454547,0.13524773956227604,0.13524773956227604,0.7543614001205167
8,2024_01_LA_DET,26,20,6,1,31.0,30.0,2.0,217.0,163.0,0.0933521214973105,0.0933521214973105,0.9184096855628427,23.0,51.0,2.0,317.0,83.0,0.0528820545406143,0.0528820545406143,0.6339472927157103,DET,LA,DET,22.1,39.6,2.5,249.6,94.8,-0.09843386012953119,-0.07384524813697035,0.6654345230685962,LA,29.9,32.6,2.7,245.4,127.3,0.02989694924591572,0.02989694924591572,0.7275863004153906
9,2024_01_LV_LAC,22,10,12,1,28.0,27.0,1.0,144.0,176.0,-0.1247514651722511,-0.1247514651722511,0.8449377822981515,22.0,37.0,4.0,257.0,71.0,-0.3124944470496896,-0.3124944470496896,0.8454685821331529,LAC,LV,LAC,23.5,37.5,3.4,223.9,110.5,-0.11392097857363584,-0.11392097857363584,0.7129664052354635,LV,28.5,33.7,1.9,219.2,124.6,0.01815210685018066,0.01815210685018066,0.7457946690667048
